InputID,TargetID,Distance
ML UNBURN G05 ,BO BURN O01 ,175137.528821412
ML UNBURN G05 ,BO BURN O02 ,175116.826874723
ML UNBURN G05 ,BO BURN O03 ,175051.388645651
ML UNBURN G05 ,BO BURN S01 ,175789.554801323
ML UNBURN G05 ,BO BURN S02 ,175750.976728598
ML UNBURN G05 ,BO BURN S03 ,175749.091097608
ML UNBURN G05 ,BO UNBURN G01 ,176701.327321067
ML UNBURN G05 ,BO UNBURN G02 ,176316.573226575
ML UNBURN G05 ,BO UNBURN O01 ,175369.33399456
ML UNBURN G05 ,BO UNBURN O02 ,175044.30733829
ML UNBURN G05 ,BO UNBURN S01 ,174737.91932409
ML UNBURN G05 ,BO UNBURN S02 ,174831.880240024
ML UNBURN G05 ,BO UNBURN S03 ,174890.678326677
ML UNBURN G05 ,HT BURN C01 ,286039.363109979
ML UNBURN G05 ,HT BURN C02,285861.318774769
ML UNBURN G05 ,HT BURN C03 ,286054.430689622
ML UNBURN G05 ,HT BURN G01 ,285731.652820388
ML UNBURN G05 ,HT BURN G02 ,285743.569560969
ML UNBURN G05 ,HT BURN G04 ,286013.192828478
ML UNBURN G05 ,HT BURN O01 ,285549.352309699
ML UNBURN G05 ,HT BURN O02 ,285343.958860419
ML UNBURN G05 ,HT BURN O03 ,285624.639746963
ML UNBURN G05 ,HT UNBURN C01 ,286662.822507631
ML UNBURN G05 ,HT UNBURN C02,286537.506541145
ML UNBURN G05 ,HT UNBURN G01 ,286878.149185201
ML UNBURN G05 ,HT UNBURN G02 ,286995.165834525
ML UNBURN G05 ,HT UNBURN O01 ,286842.649564462
ML UNBURN G05 ,HT UNBURN O02,286660.45227233
ML UNBURN G05 ,ML BURN G01 ,1025.75006666105
ML UNBURN G05 ,ML BURN G02 ,1048.68016388068
ML UNBURN G05 ,ML BURN O01 ,1142.37004536057
ML UNBURN G05 ,ML BURN O02 ,1356.83403311981
ML UNBURN G05 ,ML BURN O04 ,6687.79811469204
ML UNBURN G05 ,ML BURN S01 ,1609.3367095591
ML UNBURN G05 ,ML BURN S02 ,1693.46672054684
ML UNBURN G05 ,ML UNBURN G04 ,84.9742445707303
ML UNBURN G05 ,ML UNBURN O04 ,58.6088410894163
ML UNBURN G05 ,ML UNBURN O05 ,79.0891032405696
ML UNBURN G05 ,ML UNBURN S01 ,1687.3637909508
ML UNBURN G05 ,ML UNBURN S02 ,1748.83344660923
ML UNBURN G05 ,QR BURN C01,49962.7618248767
ML UNBURN G05 ,QR BURN C02 ,49244.1406571462
ML UNBURN G05 ,QR BURN G01,50213.5143941415
ML UNBURN G05 ,QR BURN G02 ,49632.5794365032
ML UNBURN G05 ,QR BURN G03 ,48318.46832991
ML UNBURN G05 ,QR BURN G05,46029.3536361164
ML UNBURN G05 ,QR BURN O01,49925.9474205421
ML UNBURN G05 ,QR BURN O02 ,49213.1650897032
ML UNBURN G05 ,QR BURN O03 ,48275.0245744613
ML UNBURN G05 ,QR BURN O05,45888.3453945641
ML UNBURN O04 ,AN BURN F01 ,191806.832540762
ML UNBURN O04 ,AN BURN F02 ,191712.89729598
ML UNBURN O04 ,AN BURN G04 ,190757.402093358
ML UNBURN O04 ,AN BURN G05 ,190277.437588858
ML UNBURN O04 ,AN BURN S01 ,190486.28543138
ML UNBURN O04 ,AN BURN S02 ,190129.099603351
ML UNBURN O04 ,AN UNBURN F01 ,190011.524599031
ML UNBURN O04 ,AN UNBURN F02 ,189988.254588089
ML UNBURN O04 ,AN UNBURN G01 ,190282.541381147
ML UNBURN O04 ,AN UNBURN G03 ,190227.907877959
ML UNBURN O04 ,AN UNBURN S01 ,190379.433444605
ML UNBURN O04 ,AN UNBURN S02 ,190032.51747186
ML UNBURN O04 ,BC BURN G01 ,321826.851912439
ML UNBURN O04 ,BC BURN G02 ,321845.694806918
ML UNBURN O04 ,BC BURN G03 ,321758.966835621
ML UNBURN O04 ,BC BURN R01 ,320729.251702719
ML UNBURN O04 ,BC BURN R02 ,320750.82159179
ML UNBURN O04 ,BC BURN S01 ,320260.200868663
ML UNBURN O04 ,BC BURN S02 ,320469.617368465
ML UNBURN O04 ,BC UNBURN R01,318938.206877104
ML UNBURN O04 ,BC UNBURN R02   ,321120.608587137
ML UNBURN O04 ,BC UNBURN S01 ,321023.378773106
ML UNBURN O04 ,BC UNBURN S02 ,321002.819395863
ML UNBURN O04 ,BO BURN G01 ,176751.682836602
ML UNBURN O04 ,BO BURN G02 ,176399.424415222
ML UNBURN O04 ,BO BURN O01 ,175191.289222994
ML UNBURN O04 ,BO BURN O02 ,175170.564827303
ML UNBURN O04 ,BO BURN O03 ,175105.105096923
ML UNBURN O04 ,BO BURN S01 ,175843.221293048
ML UNBURN O04 ,BO BURN S02 ,175804.670211837
ML UNBURN O04 ,BO BURN S03 ,175802.802107176
ML UNBURN O04 ,BO UNBURN G01 ,176754.912026548
ML UNBURN O04 ,BO UNBURN G02 ,176370.150331879
ML UNBURN O04 ,BO UNBURN O01 ,175422.887330993
ML UNBURN O04 ,BO UNBURN O02 ,175097.945893323
ML UNBURN O04 ,BO UNBURN S01 ,174791.37457635
ML UNBURN O04 ,BO UNBURN S02 ,174885.33757955
ML UNBURN O04 ,BO UNBURN S03 ,174944.153221141
ML UNBURN O04 ,HT BURN C01 ,286090.94711406
ML UNBURN O04 ,HT BURN C02,285912.910409631
ML UNBURN O04 ,HT BURN C03 ,286105.997163413
ML UNBURN O04 ,HT BURN G01 ,285783.258715202
ML UNBURN O04 ,HT BURN G02 ,285795.184735617
ML UNBURN O04 ,HT BURN G04 ,286064.794796902
ML UNBURN O04 ,HT BURN O01 ,285600.96439539
ML UNBURN O04 ,HT BURN O02 ,285395.556767673
ML UNBURN O04 ,HT BURN O03 ,285676.235033606
ML UNBURN O04 ,HT UNBURN C01 ,286714.389891862
ML UNBURN O04 ,HT UNBURN C02,286589.071887347
ML UNBURN O04 ,HT UNBURN G01 ,286929.731613235
ML UNBURN O04 ,HT UNBURN G02 ,287046.754036721
ML UNBURN O04 ,HT UNBURN O01 ,286894.161652878
ML UNBURN O04 ,HT UNBURN O02,286711.964731255
ML UNBURN O04 ,ML BURN G01 ,1038.34918219616
ML UNBURN O04 ,ML BURN G02 ,1062.57980873015
ML UNBURN O04 ,ML BURN O01 ,1155.18905182591
ML UNBURN O04 ,ML BURN O02 ,1373.05745525298
ML UNBURN O04 ,ML BURN O04 ,6744.49723728768
ML UNBURN O04 ,ML BURN S01 ,1662.38883469948
ML UNBURN O04 ,ML BURN S02 ,1747.81385752807
ML UNBURN O04 ,ML UNBURN G04 ,141.741285090838
ML UNBURN O04 ,ML UNBURN G05 ,58.6088410894163
ML UNBURN O04 ,ML UNBURN O05 ,69.7964347125612
ML UNBURN O04 ,ML UNBURN S01 ,1739.95699781844
ML UNBURN O04 ,ML UNBURN S02 ,1803.13631947671
ML UNBURN O04 ,QR BURN C01,50019.2497869843
ML UNBURN O04 ,QR BURN C02 ,49300.5909895498
ML UNBURN O04 ,QR BURN G01,50270.0667590553
ML UNBURN O04 ,QR BURN G02 ,49689.1567739386
ML UNBURN O04 ,QR BURN G03 ,48375.0229919433
ML UNBURN O04 ,QR BURN G05,46086.3478102844
ML UNBURN O04 ,QR BURN O01,49982.4374008332
ML UNBURN O04 ,QR BURN O02 ,49269.6230456507
ML UNBURN O04 ,QR BURN O03 ,48331.582022282
ML UNBURN O04 ,QR BURN O05,45945.2717645781
ML UNBURN O05 ,AN BURN F01 ,191749.06908496
ML UNBURN O05 ,AN BURN F02 ,191655.153415024
ML UNBURN O05 ,AN BURN G04 ,190699.305226627
ML UNBURN O05 ,AN BURN G05 ,190219.402339466
ML UNBURN O05 ,AN BURN S01 ,190428.230250831
ML UNBURN O05 ,AN BURN S02 ,190071.07701419
ML UNBURN O05 ,AN UNBURN F01 ,189953.403101005
ML UNBURN O05 ,AN UNBURN F02 ,189930.108062645
ML UNBURN O05 ,AN UNBURN G01 ,190224.461532467
ML UNBURN O05 ,AN UNBURN G03 ,190169.843583552
ML UNBURN O05 ,AN UNBURN S01 ,190321.350519256
ML UNBURN O05 ,AN UNBURN S02 ,189974.380937558
ML UNBURN O05 ,BC BURN G01 ,321777.367394378
ML UNBURN O05 ,BC BURN G02 ,321796.231973577
ML UNBURN O05 ,BC BURN G03 ,321709.534320882
ML UNBURN O05 ,BC BURN R01 ,320679.767145963
ML UNBURN O05 ,BC BURN R02 ,320701.356732804
ML UNBURN O05 ,BC BURN S01 ,320210.704574457
ML UNBURN O05 ,BC BURN S02 ,320420.123553602
ML UNBURN O05 ,BC UNBURN R01,318888.592544641
ML UNBURN O05 ,BC UNBURN R02   ,321071.108141466
ML UNBURN O05 ,BC UNBURN S01 ,320973.897463888
ML UNBURN O05 ,BC UNBURN S02 ,320953.318439778
ML UNBURN O05 ,BO BURN G01 ,176708.345336824
ML UNBURN O05 ,BO BURN G02 ,176356.126403866
ML UNBURN O05 ,BO BURN O01 ,175148.339329647
ML UNBURN O05 ,BO BURN O02 ,175127.562101692
ML UNBURN O05 ,BO BURN O03 ,175062.051918747
ML UNBURN O05 ,BO BURN S01 ,175800.051370327
ML UNBURN O05 ,BO BURN S02 ,175761.56324257
ML UNBURN O05 ,BO BURN S03 ,175759.7361327
ML UNBURN O05 ,BO UNBURN G01 ,176711.552635951
ML UNBURN O05 ,BO UNBURN G02 ,176326.773468099
ML UNBURN O05 ,BO UNBURN O01 ,175379.455914141
ML UNBURN O05 ,BO UNBURN O02 ,175054.711099881
ML UNBURN O05 ,BO UNBURN S01 ,174747.71955514
ML UNBURN O05 ,BO UNBURN S02 ,174841.687282232
ML UNBURN O05 ,BO UNBURN S03 ,174900.542754571
ML UNBURN O05 ,HT BURN C01 ,286043.475844459
ML UNBURN O05 ,HT BURN C02,285865.453183015
ML UNBURN O05 ,HT BURN C03 ,286058.493682945
ML UNBURN O05 ,HT BURN G01 ,285735.827755026
ML UNBURN O05 ,HT BURN G02 ,285747.770886426
ML UNBURN O05 ,HT BURN G04 ,286017.356594597
ML UNBURN O05 ,HT BURN O01 ,285553.544853455
ML UNBURN O05 ,HT BURN O02 ,285348.111101428
ML UNBURN O05 ,HT BURN O03 ,285628.784534941
ML UNBURN O05 ,HT UNBURN C01 ,286666.88806787
ML UNBURN O05 ,HT UNBURN C02,286541.566325044
ML UNBURN O05 ,HT UNBURN G01 ,286882.257424795
ML UNBURN O05 ,HT UNBURN G02 ,286999.290465653
ML UNBURN O05 ,HT UNBURN O01 ,286846.558581723
ML UNBURN O05 ,HT UNBURN O02,286664.362341095
ML UNBURN O05 ,ML BURN G01 ,968.555873482887
ML UNBURN O05 ,ML BURN G02 ,992.78956333079
ML UNBURN O05 ,ML BURN O01 ,1085.39506753608
ML UNBURN O05 ,ML BURN O02 ,1303.34427512203
ML UNBURN O05 ,ML BURN O04 ,6744.95784707542
ML UNBURN O05 ,ML BURN S01 ,1619.14025107994
ML UNBURN O05 ,ML BURN S02 ,1707.57756220145
ML UNBURN O05 ,ML UNBURN G04 ,128.112346404509
ML UNBURN O05 ,ML UNBURN G05 ,79.0891032405696
ML UNBURN O05 ,ML UNBURN O04 ,69.7964347125612
ML UNBURN O05 ,ML UNBURN S01 ,1695.66873690885
ML UNBURN O05 ,ML UNBURN S02 ,1762.74538316553
ML UNBURN O05 ,QR BURN C01,49984.4160306636
ML UNBURN O05 ,QR BURN C02 ,49265.6129935616
ML UNBURN O05 ,QR BURN G01,50235.4842178312
ML UNBURN O05 ,QR BURN G02 ,49654.6734694306
ML UNBURN O05 ,QR BURN G03 ,48340.4512984148
ML UNBURN O05 ,QR BURN G05,46053.6285921179
ML UNBURN O05 ,QR BURN O01,49947.6114915688
ML UNBURN O05 ,QR BURN O02 ,49234.6743201679
ML UNBURN O05 ,QR BURN O03 ,48297.0213552722
ML UNBURN O05 ,QR BURN O05,45912.2503082526
ML UNBURN S01 ,AN BURN F01 ,190131.376146001
ML UNBURN S01 ,AN BURN F02 ,190037.206001732
ML UNBURN S01 ,AN BURN G04 ,189086.048022931
ML UNBURN S01 ,AN BURN G05 ,188605.314369148
ML UNBURN S01 ,AN BURN S01 ,188814.410154045
ML UNBURN S01 ,AN BURN S02 ,188456.819274683
ML UNBURN S01 ,AN UNBURN F01 ,188340.48300607
ML UNBURN S01 ,AN UNBURN F02 ,188317.528920814
ML UNBURN S01 ,AN UNBURN G01 ,188610.975471659
ML UNBURN S01 ,AN UNBURN G03 ,188556.147425345
ML UNBURN S01 ,AN UNBURN S01 ,188707.905759959
ML UNBURN S01 ,AN UNBURN S02 ,188361.665438389
ML UNBURN S01 ,BC BURN G01 ,320093.229108983
ML UNBURN S01 ,BC BURN G02 ,320112.006665586
ML UNBURN S01 ,BC BURN G03 ,320025.187972381
ML UNBURN S01 ,BC BURN R01 ,318995.629172859
ML UNBURN S01 ,BC BURN R02 ,319017.139693113
ML UNBURN S01 ,BC BURN S01 ,318526.613925168
ML UNBURN S01 ,BC BURN S02 ,318736.022883001
ML UNBURN S01 ,BC UNBURN R01,317204.983333371
ML UNBURN S01 ,BC UNBURN R02   ,319387.034108222
ML UNBURN S01 ,BC UNBURN S01 ,319289.746392828
ML UNBURN S01 ,BC UNBURN S02 ,319269.246482539
ML UNBURN S01 ,BO BURN G01 ,175012.679528444
ML UNBURN S01 ,BO BURN G02 ,174660.463327921
ML UNBURN S01 ,BO BURN O01 ,173452.738659084
ML UNBURN S01 ,BO BURN O02 ,173431.947553401
ML UNBURN S01 ,BO BURN O03 ,173366.425585511
ML UNBURN S01 ,BO BURN S01 ,174104.403271741
ML UNBURN S01 ,BO BURN S02 ,174065.925918129
ML UNBURN S01 ,BO BURN S03 ,174064.107029649
ML UNBURN S01 ,BO UNBURN G01 ,175015.885697311
ML UNBURN S01 ,BO UNBURN G02 ,174631.105824604
ML UNBURN S01 ,BO UNBURN O01 ,173683.787192332
ML UNBURN S01 ,BO UNBURN O02 ,173359.054255704
ML UNBURN S01 ,BO UNBURN S01 ,173052.064286838
ML UNBURN S01 ,BO UNBURN S02 ,173146.031431704
ML UNBURN S01 ,BO UNBURN S03 ,173204.882504565
ML UNBURN S01 ,HT BURN C01 ,284352.764860397
ML UNBURN S01 ,HT BURN C02,284174.706608384
ML UNBURN S01 ,HT BURN C03 ,284367.864877032
ML UNBURN S01 ,HT BURN G01 ,284045.014965708
ML UNBURN S01 ,HT BURN G02 ,284056.915214014
ML UNBURN S01 ,HT BURN G04 ,284326.561998972
ML UNBURN S01 ,HT BURN O01 ,283862.703437015
ML UNBURN S01 ,HT BURN O02 ,283657.335353811
ML UNBURN S01 ,HT BURN O03 ,283938.020966859
ML UNBURN S01 ,HT UNBURN C01 ,284976.254979369
ML UNBURN S01 ,HT UNBURN C02,284850.942824438
ML UNBURN S01 ,HT UNBURN G01 ,285191.553805283
ML UNBURN S01 ,HT UNBURN G02 ,285308.559888039
ML UNBURN S01 ,HT UNBURN O01 ,285156.188386412
ML UNBURN S01 ,HT UNBURN O02,284973.99036592
ML UNBURN S01 ,ML BURN G01 ,1339.70724540559
ML UNBURN S01 ,ML BURN G02 ,1315.21794518416
ML UNBURN S01 ,ML BURN O01 ,1337.13873499741
ML UNBURN S01 ,ML BURN O02 ,1285.95830868202
ML UNBURN S01 ,ML BURN O04 ,5534.60559222393
ML UNBURN S01 ,ML BURN S01 ,83.4780911263684
ML UNBURN S01 ,ML BURN S02 ,126.096156692655
ML UNBURN S01 ,ML UNBURN G04 ,1603.24455718702
ML UNBURN S01 ,ML UNBURN G05 ,1687.3637909508
ML UNBURN S01 ,ML UNBURN O04 ,1739.95699781844
ML UNBURN S01 ,ML UNBURN O05 ,1695.66873690885
ML UNBURN S01 ,ML UNBURN S02 ,139.143405013603
ML UNBURN S01 ,QR BURN C01,48308.3669417513
ML UNBURN S01 ,QR BURN C02 ,47588.9562277729
ML UNBURN S01 ,QR BURN G01,48560.5313620613
ML UNBURN S01 ,QR BURN G02 ,47980.1733135356
ML UNBURN S01 ,QR BURN G03 ,46665.5812338223
ML UNBURN S01 ,QR BURN G05,44387.7837228053
ML UNBURN S01 ,QR BURN O01,48271.5969930424
ML UNBURN S01 ,QR BURN O02 ,47558.1431620579
ML UNBURN S01 ,QR BURN O03 ,46622.2011699708
ML UNBURN S01 ,QR BURN O05,44244.8465214673
ML UNBURN S02 ,AN BURN F01 ,190109.033218562
ML UNBURN S02 ,AN BURN F02 ,190014.794083668
ML UNBURN S02 ,AN BURN G04 ,189064.894637694
ML UNBURN S02 ,AN BURN G05 ,188583.941342113
ML UNBURN S02 ,AN BURN S01 ,188793.107993461
ML UNBURN S02 ,AN BURN S02 ,188435.40129901
ML UNBURN S02 ,AN UNBURN F01 ,188319.419648353
ML UNBURN S02 ,AN UNBURN F02 ,188296.555518056
ML UNBURN S02 ,AN UNBURN G01 ,188589.762117789
ML UNBURN S02 ,AN UNBURN G03 ,188534.87846616
ML UNBURN S02 ,AN UNBURN S01 ,188686.703219989
ML UNBURN S02 ,AN UNBURN S02 ,188340.656035809
ML UNBURN S02 ,BC BURN G01 ,320045.489441544
ML UNBURN S02 ,BC BURN G02 ,320064.209120074
ML UNBURN S02 ,BC BURN G03 ,319977.309597027
ML UNBURN S02 ,BC BURN R01 ,318947.889943069
ML UNBURN S02 ,BC BURN R02 ,318969.347884631
ML UNBURN S02 ,BC BURN S01 ,318478.90617947
ML UNBURN S02 ,BC BURN S02 ,318688.30845203
ML UNBURN S02 ,BC UNBURN R01,317157.591751788
ML UNBURN S02 ,BC UNBURN R02   ,319339.337186219
ML UNBURN S02 ,BC UNBURN S01 ,319241.998403798
ML UNBURN S02 ,BC UNBURN S02 ,319221.55095979
ML UNBURN S02 ,BO BURN G01 ,174949.797243933
ML UNBURN S02 ,BO BURN G02 ,174597.490648205
ML UNBURN S02 ,BO BURN O01 ,173388.972437969
ML UNBURN S02 ,BO BURN O02 ,173368.301367871
ML UNBURN S02 ,BO BURN O03 ,173302.894173653
ML UNBURN S02 ,BO BURN S01 ,174041.137873472
ML UNBURN S02 ,BO BURN S02 ,174002.516949523
ML UNBURN S02 ,BO BURN S03 ,174000.604681858
ML UNBURN S02 ,BO UNBURN G01 ,174953.053584822
ML UNBURN S02 ,BO UNBURN G02 ,174568.313830161
ML UNBURN S02 ,BO UNBURN O01 ,173621.120534453
ML UNBURN S02 ,BO UNBURN O02 ,173295.937116489
ML UNBURN S02 ,BO UNBURN S01 ,172989.912656133
ML UNBURN S02 ,BO UNBURN S02 ,173083.868877516
ML UNBURN S02 ,BO UNBURN S03 ,173142.628023721
ML UNBURN S02 ,HT BURN C01 ,284299.804057339
ML UNBURN S02 ,HT BURN C02,284121.710328991
ML UNBURN S02 ,HT BURN C03 ,284314.985601668
ML UNBURN S02 ,HT BURN G01 ,283991.952310609
ML UNBURN S02 ,HT BURN G02 ,284003.809318016
ML UNBURN S02 ,HT BURN G04 ,284273.517574911
ML UNBURN S02 ,HT BURN O01 ,283809.611975427
ML UNBURN S02 ,HT BURN O02 ,283604.309978555
ML UNBURN S02 ,HT BURN O03 ,283885.007735856
ML UNBURN S02 ,HT UNBURN C01 ,284923.37134592
ML UNBURN S02 ,HT UNBURN C02,284798.068690935
ML UNBURN S02 ,HT UNBURN G01 ,285138.600163486
ML UNBURN S02 ,HT UNBURN G02 ,285255.579354135
ML UNBURN S02 ,HT UNBURN O01 ,285103.561414043
ML UNBURN S02 ,HT UNBURN O02,284921.361714499
ML UNBURN S02 ,ML BURN G01 ,1463.55290596939
ML UNBURN S02 ,ML BURN G02 ,1440.11481823765
ML UNBURN S02 ,ML BURN O01 ,1465.84179240835
ML UNBURN S02 ,ML BURN O02 ,1421.53323783885
ML UNBURN S02 ,ML BURN O04 ,5399.06937323349
ML UNBURN S02 ,ML BURN S01 ,166.947383558399
ML UNBURN S02 ,ML BURN S02 ,55.4573558126901
ML UNBURN S02 ,ML UNBURN G04 ,1664.05180454529
ML UNBURN S02 ,ML UNBURN G05 ,1748.83344660923
ML UNBURN S02 ,ML UNBURN O04 ,1803.13631947671
ML UNBURN S02 ,ML UNBURN O05 ,1762.74538316553
ML UNBURN S02 ,ML UNBURN S01 ,139.143405013603
ML UNBURN S02 ,QR BURN C01,48227.3901822267
ML UNBURN S02 ,QR BURN C02 ,47508.2516001646
ML UNBURN S02 ,QR BURN G01,48479.0718855036
ML UNBURN S02 ,QR BURN G02 ,47898.5161844994
ML UNBURN S02 ,QR BURN G03 ,46584.0788644365
ML UNBURN S02 ,QR BURN G05,44302.7442177785
ML UNBURN S02 ,QR BURN O01,48190.6046236789
ML UNBURN S02 ,QR BURN O02 ,47477.3812749981
ML UNBURN S02 ,QR BURN O03 ,46540.6770065576
ML UNBURN S02 ,QR BURN O05,44160.3675492214
QR BURN C01,AN BURN F01 ,148420.67594118
QR BURN C01,AN BURN F02 ,148313.678300062
QR BURN C01,AN BURN G04 ,147626.697989886
QR BURN C01,AN BURN G05 ,147106.588463583
QR BURN C01,AN BURN S01 ,147327.786994501
QR BURN C01,AN BURN S02 ,146950.596380825
QR BURN C01,AN UNBURN F01 ,146907.693542441
QR BURN C01,AN UNBURN F02 ,146903.346464509
QR BURN C01,AN UNBURN G01 ,147144.643986784
QR BURN C01,AN UNBURN G03 ,147079.109406956
QR BURN C01,AN UNBURN S01 ,147242.707373583
QR BURN C01,AN UNBURN S02 ,146939.645581717
QR BURN C01,BC BURN G01 ,273866.814794469
QR BURN C01,BC BURN G02 ,273878.86244916
QR BURN C01,BC BURN G03 ,273782.786033058
QR BURN C01,BC BURN R01 ,272770.492971858
QR BURN C01,BC BURN R02 ,272785.880688571
QR BURN C01,BC BURN S01 ,272305.661730364
QR BURN C01,BC BURN S02 ,272514.057983331
QR BURN C01,BC UNBURN R01,271022.42900352
QR BURN C01,BC UNBURN R02   ,273166.371118126
QR BURN C01,BC UNBURN S01 ,273063.263953296
QR BURN C01,BC UNBURN S02 ,273048.878266481
QR BURN C01,BO BURN G01 ,127481.764188338
QR BURN C01,BO BURN G02 ,127122.78000008
QR BURN C01,BO BURN O01 ,125853.731931619
QR BURN C01,BO BURN O02 ,125842.394272025
QR BURN C01,BO BURN O03 ,125786.03713529
QR BURN C01,BO BURN S01 ,126544.024532623
QR BURN C01,BO BURN S02 ,126494.148459749
QR BURN C01,BO BURN S03 ,126484.921568115
QR BURN C01,BO UNBURN G01 ,127489.055469048
QR BURN C01,BO UNBURN G02 ,127108.19593612
QR BURN C01,BO UNBURN O01 ,126172.78548353
QR BURN C01,BO UNBURN O02 ,125811.817900184
QR BURN C01,BO UNBURN S01 ,125585.213855755
QR BURN C01,BO UNBURN S02 ,125678.085262184
QR BURN C01,BO UNBURN S03 ,125729.074940976
QR BURN C01,HT BURN C01 ,237593.235991289
QR BURN C01,HT BURN C02,237411.713046648
QR BURN C01,HT BURN C03 ,237616.737338518
QR BURN C01,HT BURN G01 ,237275.328643855
QR BURN C01,HT BURN G02 ,237282.772059981
QR BURN C01,HT BURN G04 ,237558.448293218
QR BURN C01,HT BURN O01 ,237090.251738493
QR BURN C01,HT BURN O02 ,236891.903604273
QR BURN C01,HT BURN O03 ,237173.536609401
QR BURN C01,HT UNBURN C01 ,238224.01849871
QR BURN C01,HT UNBURN C02,238099.823410805
QR BURN C01,HT UNBURN G01 ,238431.860595285
QR BURN C01,HT UNBURN G02 ,238545.97025306
QR BURN C01,HT UNBURN O01 ,238430.371078494
QR BURN C01,HT UNBURN O02,238248.198133193
QR BURN C01,ML BURN G01 ,49516.989360109
QR BURN C01,ML BURN G02 ,49485.0132227934
QR BURN C01,ML BURN O01 ,49460.4822001551
QR BURN C01,ML BURN O02 ,49291.006602364
QR BURN C01,ML BURN O04 ,44310.5327277526
QR BURN C01,ML BURN S01 ,48379.2957920687
QR BURN C01,ML BURN S02 ,48281.9261283681
QR BURN C01,ML UNBURN G04 ,49877.9223681208
QR BURN C01,ML UNBURN G05 ,49962.7618248767
QR BURN C01,ML UNBURN O04 ,50019.2497869843
QR BURN C01,ML UNBURN O05 ,49984.4160306636
QR BURN C01,ML UNBURN S01 ,48308.3669417513
QR BURN C01,ML UNBURN S02 ,48227.3901822267
QR BURN C01,QR BURN C02 ,728.428646917946
QR BURN C01,QR BURN G01,325.909142484884
QR BURN C01,QR BURN G02 ,438.124863671778
QR BURN C01,QR BURN G03 ,1657.80956178017
QR BURN C01,QR BURN G05,4268.54523928166
QR BURN C01,QR BURN O01,37.3753002631707
QR BURN C01,QR BURN O02 ,755.60216596675
QR BURN C01,QR BURN O03 ,1702.02369609367
QR BURN C01,QR BURN O05,4314.78815450233
QR BURN C02 ,AN BURN F01 ,148948.421975873
QR BURN C02 ,AN BURN F02 ,148841.698095296
QR BURN C02 ,AN BURN G04 ,148148.397765799
QR BURN C02 ,AN BURN G05 ,147629.073355401
QR BURN C02 ,AN BURN S01 ,147850.04579626
QR BURN C02 ,AN BURN S02 ,147473.21660249
QR BURN C02 ,AN UNBURN F01 ,147428.595481217
QR BURN C02 ,AN UNBURN F02 ,147423.815090789
QR BURN C02 ,AN UNBURN G01 ,147666.385158971
QR BURN C02 ,AN UNBURN G03 ,147601.083013532
QR BURN C02 ,AN UNBURN S01 ,147764.446842174
QR BURN C02 ,AN UNBURN S02 ,147460.305434767
QR BURN C02 ,BC BURN G01 ,274514.609478139
QR BURN C02 ,BC BURN G02 ,274526.830118664
QR BURN C02 ,BC BURN G03 ,274430.98868253
QR BURN C02 ,BC BURN R01 ,273418.223964832
QR BURN C02 ,BC BURN R02 ,273433.769242149
QR BURN C02 ,BC BURN S01 ,272953.272197032
QR BURN C02 ,BC BURN S02 ,273161.700350645
QR BURN C02 ,BC UNBURN R01,271669.018901461
QR BURN C02 ,BC UNBURN R02   ,273813.998580536
QR BURN C02 ,BC UNBURN S01 ,273711.037761835
QR BURN C02 ,BC UNBURN S02 ,273696.494846411
QR BURN C02 ,BO BURN G01 ,128161.91124133
QR BURN C02 ,BO BURN G02 ,127803.145975265
QR BURN C02 ,BO BURN O01 ,126536.221070288
QR BURN C02 ,BO BURN O02 ,126524.54154775
QR BURN C02 ,BO BURN O03 ,126467.851429121
QR BURN C02 ,BO BURN S01 ,127225.164514646
QR BURN C02 ,BO BURN S02 ,127175.69308513
QR BURN C02 ,BO BURN S03 ,127166.731242168
QR BURN C02 ,BO UNBURN G01 ,128169.05874425
QR BURN C02 ,BO UNBURN G02 ,127788.039084994
QR BURN C02 ,BO UNBURN O01 ,126852.154473833
QR BURN C02 ,BO UNBURN O02 ,126492.448085194
QR BURN C02 ,BO UNBURN S01 ,126263.001750981
QR BURN C02 ,BO UNBURN S02 ,126355.917088138
QR BURN C02 ,BO UNBURN S03 ,126407.183919158
QR BURN C02 ,HT BURN C01 ,238254.141671651
QR BURN C02 ,HT BURN C02,238072.709005918
QR BURN C02 ,HT BURN C03 ,238277.412109617
QR BURN C02 ,HT BURN G01 ,237936.505399124
QR BURN C02 ,HT BURN G02 ,237944.072170167
QR BURN C02 ,HT BURN G04 ,238219.589869734
QR BURN C02 ,HT BURN O01 ,237751.499496104
QR BURN C02 ,HT BURN O02 ,237552.951648096
QR BURN C02 ,HT BURN O03 ,237834.56674805
QR BURN C02 ,HT UNBURN C01 ,238884.741604025
QR BURN C02 ,HT UNBURN C02,238760.512115842
QR BURN C02 ,HT UNBURN G01 ,239092.79524645
QR BURN C02 ,HT UNBURN G02 ,239206.988078417
QR BURN C02 ,HT UNBURN O01 ,239090.373703325
QR BURN C02 ,HT UNBURN O02,238908.194682533
QR BURN C02 ,ML BURN G01 ,48796.2663121615
QR BURN C02 ,ML BURN G02 ,48764.2688345474
QR BURN C02 ,ML BURN O01 ,48739.5408513139
QR BURN C02 ,ML BURN O02 ,48569.7422064688
QR BURN C02 ,ML BURN O04 ,43603.164358595
